"sample"	"assay"	"mouse_id"	"tissue"	"timepoint"	"project"	"batch"	"treatment"	"genotype"	"sex"	"sample_date"	"dob"	"dod"	"sample_weeks"	"age_at_end"	"age_at_start"	"age_at_sample"	"samtools.flagstat_total"	"samtools.mapped_passed"	"biotype_counts.percent_rRNA"	"dupradar.dupRadar_intercept"	"picard.PERCENT_DUPLICATION"	"qualimap.5_3_bias"	"qualimap.reads_aligned"	"rseqc.proper_pairs_percent"	"salmon.percent_mapped"	"salmon.num_mapped"	"samtools.error_rate"	"samtools.non_primary_alignments"	"samtools.reads_mapped"	"samtools.reads_properly_paired_percent"	"samtools.reads_MQ0_percent"	"samtools.raw_total_sequences"	"star.uniquely_mapped_percent"	"star.uniquely_mapped"	"fastqc_raw.percent_duplicates"	"fastqc_raw.percent_gc"	"fastqc_raw.percent_fails"	"fastqc_raw.total_sequences"	"fastqc_trimmed.percent_duplicates"	"fastqc_trimmed.percent_gc"	"fastqc_trimmed.avg_sequence_length"	"fastqc_trimmed.percent_fails"	"fastqc_trimmed.total_sequences"	"myeloid"	"CML_space"	"myeloid_class"	"state_class"	"time_class"	"Group"	"HSA_ABL1_gene"	"HSA_BCR_ABL1_gene"	"HSA_BCR_gene"	"HSA_MYH11_gene"	"state_chr"	"myeloid_chr"	"old.state_class"	"rx_class"	"group_name"	"state_rx"	"old.CML_space"	"old.state_chr"	"old.state_rx"
"COHP_46935"	"mRNA"	"484"	"PBMC"	"8"	"CML.mRNA.2022"	"2022_A"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"M"	2021-01-19	2020-09-12	2021-02-10	8	21.4	10.4	18.4	123856062	123856062	0.792007144823043	0.0836827792263266	0.415163	1.06	43279801	39.0961001166015	63.6919066063449	29894211	0.00287024	37235443	86620619	99.9295583422233	2.24168682054789	86620619	73.41	34454878	63.2833666990959	53	9.09090909090909	47072861	62.933070706065	53	98.8350132610284	13.6363636363636	46935651	75.4	-185.032184491936	2	3	2	"B"	12.895392	10.839476	5.816059	0.002846	"c3"	"c3"	2	NA	"CML"	"c3"	-185.032184491935	"c3"	"c3"
"COHP_46936"	"mRNA"	"484"	"PBMC"	"9"	"CML.mRNA.2022"	"2022_A"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"M"	2021-01-26	2020-09-12	2021-02-10	9	21.4	10.4	19.4	125047176	125047176	0.36212890366711	0.0719759545395343	0.320483	1.06	50970553	53.2443115708587	63.227875844172	34204721	0.002888395	23062677	101984499	99.957451376998	0.975518838407001	101984499	83.12	44965520	59.2431356333245	51.5	9.09090909090909	54195430	58.7333220823989	51.5	98.7330114110749	13.6363636363636	54097533	80	-245.057962967172	2	3	2	"B"	12.84464	9.66905	5.849574	0	"c3"	"c3"	2	NA	"CML"	"c3"	-245.057962967172	"c3"	"c3"
"COHP_46937"	"mRNA"	"484"	"PBMC"	"10"	"CML.mRNA.2022"	"2022_A"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"M"	2021-02-02	2020-09-12	2021-02-10	10	21.4	10.4	20.4	131767483	131767483	0.537137298285726	0.0767104058139037	0.438553	1.08	44314187	35.9298295164369	73.7716821777587	35933459	0.002771077	43088028	88679455	99.9423981574988	2.73669363439367	88679455	69.77	33984412	69.154579499481	54	9.09090909090909	48829911	68.838774763764	54	98.9236400474048	9.09090909090909	48709014	83	-240.231741908555	2	3	2	"B"	12.398142	13.378494	6.193945	0	"c3"	"c3"	2	NA	"CML"	"c3"	-240.231741908554	"c3"	"c3"
"COHP_46938"	"mRNA"	"484"	"PBMC"	"11"	"CML.mRNA.2022"	"2022_A"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"M"	2021-02-09	2020-09-12	2021-02-10	11	21.4	10.4	21.4	171856499	171856499	0.597002294475688	0.0646481616009496	0.525934	1.05	41861624	21.8440327938951	74.4835156456934	35521421	0.002725744	88009266	83847233	99.8521298848347	7.54795331170917	83847233	57.84	27583446	71.2315459590897	54	9.09090909090909	48013616	70.8994362699265	54.5	98.5255893062725	13.6363636363636	47690312	84.7	-215.560178868316	2	3	2	"B"	23.745623	21.533573	12.079568	0	"c3"	"c3"	2	NA	"CML"	"c3"	-215.560178868315	"c3"	"c3"
"COHP_49205"	"mRNA"	"487"	"PBMC"	"0"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-11-24	2020-09-18	NA	0	27.6	9.6	9.6	83035110	83035110	0.101591782543403	0.0771205848699621	0.212287	1.07	37018512	68.0817307281221	40.3293648962156	15737255	0.0031213	8967510	74067600	99.9587187920224	0.576735306665803	74067600	89.02	34735606	40.0308282841567	48.5	0	39096190	39.3745973491508	49	98.2442372316396	4.54545454545455	39021827	13.9	203.748061306653	0	1	1	"B"	0	0	0	0	"c1"	"c1"	0	NA	"CML"	"c1"	203.748061306654	"c1"	"c1"
"COHP_49206"	"mRNA"	"487"	"PBMC"	"1"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-01	2020-09-18	NA	1	27.6	9.6	10.6	216008873	216008873	0.0863194692517506	0.0797906811844088	0.702714	1.05	44211814	11.3168416002985	82.2527083012105	39939529	0.002441503	127556240	88452633	99.9672084379896	10.1832446299253	88452633	44.64	21675188	80.6173812045779	53.5	22.7272727272727	48645371	80.0397413333957	53.5	97.7938447887919	27.2727272727273	48557099	11.3	149.985296301637	0	1	0	"B"	0.009174	0	0.001876	0	"c1"	"c1"	0	NA	"CML"	"c1"	149.985296301638	"c1"	"c1"
"COHP_49207"	"mRNA"	"487"	"PBMC"	"2"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-08	2020-09-18	NA	2	27.6	9.6	11.6	151699783	151699783	0.0999317796844992	0.0903588188932125	0.388342	1.05	52275674	40.5233631744879	55.4571404330629	30780182	0.003044868	47104906	104594877	99.9583832389802	2.23540871891842	104594877	75.33	41809071	55.6942193678371	50.5	9.09090909090909	55609853	55.0603686232822	50.5	98.2345899742551	13.6363636363636	55502649	13.8	178.627239239138	0	1	1	"B"	0.00784	0.148033	0	0	"c1"	"c1"	0	NA	"CML"	"c1"	178.627239239139	"c1"	"c1"
"COHP_49208"	"mRNA"	"487"	"PBMC"	"3"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-15	2020-09-18	NA	3	27.6	9.6	12.6	180292169	180292169	0.0999766648502938	0.130934813945495	0.595818	1.06	46116876	19.5466981153241	70.7954238527276	35560746	0.002609366	88023562	92268607	99.9622244215739	6.32219146865412	92268607	57.35	28806240	71.660881194361	52.5	9.09090909090909	50318006	71.1260413284186	53	98.1775846441975	13.6363636363636	50230289	7	198.891340160108	0	1	0	"B"	0.022242	0	0.004547	0	"c1"	"c1"	0	NA	"CML"	"c1"	198.891340160109	"c1"	"c1"
"COHP_49209"	"mRNA"	"487"	"PBMC"	"4"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-22	2020-09-18	NA	4	27.6	9.6	13.6	137918602	137918602	0.0488966514912816	0.108616929536322	0.439738	1.04	44963014	34.9559720740209	60.4162647992877	28965278	0.003029514	47959438	89959164	99.9631655091859	2.92622772706069	89959164	71.94	34488581	59.4121412751076	51	9.09090909090909	48041635	58.7929283680723	51	98.2077366784718	13.6363636363636	47942848	16.1	164.805274720466	0	1	1	"B"	0.019687	0	0.012878	0	"c1"	"c1"	0	NA	"CML"	"c1"	164.805274720466	"c1"	"c1"
"COHP_49210"	"mRNA"	"487"	"PBMC"	"5"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2020-12-29	2020-09-18	NA	5	27.6	9.6	14.6	190665517	190665517	0.112300284305137	0.0948273815581161	0.492726	1.03	54287982	27.5833327533473	64.1624810529196	37476917	0.002980374	82041391	108624126	99.9556617836446	5.13129560186289	108624126	65.82	38442846	63.8186501670087	52	9.09090909090909	58547608	63.0919294984815	52	97.7243159426664	13.6363636363636	58409395	15.1	156.303882356912	0	1	0	"B"	0.045725	0	0.032725	0	"c1"	"c1"	0	NA	"CML"	"c1"	156.303882356912	"c1"	"c1"
"COHP_49211"	"mRNA"	"487"	"PBMC"	"6"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-05	2020-09-18	NA	6	27.6	9.6	15.6	124619461	124619461	0.108835452615971	0.0663355944504998	0.50522	1.04	34592503	26.0049913070961	68.7981839832309	25642089	0.002742646	55414146	69205315	99.9706539880644	4.93237838741143	69205315	62.91	23448454	65.2701586499363	52.5	9.09090909090909	37365497	64.529696003619	52.5	97.8151163750968	13.6363636363636	37271462	17.6	163.272714912093	0	1	0	"B"	0.040094	0	0.019674	0	"c1"	"c1"	0	NA	"CML"	"c1"	163.272714912093	"c1"	"c1"
"COHP_49212"	"mRNA"	"487"	"PBMC"	"7"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-12	2020-09-18	NA	7	27.6	9.6	16.6	148970221	148970221	0.0656359569215771	0.100061646182503	0.505545	1.06	42698249	27.0001062829866	65.5910651717556	29949390	0.002736445	63537147	85433074	99.957187540741	4.62926571037348	85433074	65.14	29745042	64.5260716106648	52	9.09090909090909	45808860	63.9652448747199	52	98.2763986035542	13.6363636363636	45660777	18.8	186.169847938344	0	1	0	"B"	0.083341	0	0.04448	0	"c1"	"c1"	0	NA	"CML"	"c1"	186.169847938344	"c1"	"c1"
"COHP_49213"	"mRNA"	"487"	"PBMC"	"8"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-19	2020-09-18	NA	8	27.6	9.6	17.6	140281970	140281970	0.139794053742979	0.0921635472764122	0.486661	1.05	42422938	29.5166413759373	66.5780166872681	30373802	0.003162267	55391867	84890103	99.9479008760303	3.87509248280686	84890103	67.54	30813871	64.1045835743618	52.5	9.09090909090909	45764200	63.5416990130446	52.5	98.3593198257448	13.6363636363636	45621368	15.3	139.986269491075	0	1	0	"B"	0.038851	0	0.01155	0	"c1"	"c1"	0	NA	"CML"	"c1"	139.986269491075	"c1"	"c1"
"COHP_49214"	"mRNA"	"487"	"PBMC"	"9"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-01-26	2020-09-18	NA	9	27.6	9.6	18.6	182210214	182210214	0.117865129294165	0.104826475624831	0.622017	1.09	43339461	16.8959814733547	76.5046171543685	36227213	0.00271672	95504138	86706076	99.9686827022365	8.21997526447858	86706076	54.04	25591484	75.0069218409248	53.5	18.1818181818182	47467758	74.3793382409611	53.5	98.0629013264129	22.7272727272727	47352976	19.6	112.125339431725	0	1	0	"B"	0.03462	0	0.021776	0	"c1"	"c1"	0	NA	"CML"	"c1"	112.125339431725	"c1"	"c1"
"COHP_49215"	"mRNA"	"487"	"PBMC"	"10"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-02	2020-09-18	NA	10	27.6	9.6	19.6	158644948	158644948	0.125826437533134	0.0913127595417633	0.482832	1.07	47982048	29.8339219727312	64.3927298305864	33285217	0.003003615	62653363	95991585	99.971363114798	4.02423295750351	95991585	66.71	34484601	64.3594540066386	52	9.09090909090909	51776049	63.6069882994533	52.5	97.9430329929095	13.6363636363636	51690955	23.3	95.5046830078452	0	2	1	"B"	0.051714	0	0.018322	0	"c2"	"c1"	0	NA	"CML"	"c2"	95.5046830078452	"c1"	"c1"
"COHP_49216"	"mRNA"	"487"	"PBMC"	"11"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-09	2020-09-18	NA	11	27.6	9.6	20.6	142569554	142569554	0.206286086099258	0.0847240045043766	0.55301	1.05	38554375	22.8193349051229	72.6828776230398	30039318	0.003007119	65441066	77128488	99.9744089369417	5.20770872624911	77128488	60.46	24986297	69.0191126739762	53	9.09090909090909	41405374	68.2866228688469	53	97.7899257453993	13.6363636363636	41329291	22.7	92.6711584809315	0	2	0	"B"	0.038851	0	0.007944	0	"c2"	"c1"	0	NA	"CML"	"c2"	92.6711584809316	"c1"	"c1"
"COHP_49217"	"mRNA"	"487"	"PBMC"	"12"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-16	2020-09-18	NA	12	27.6	9.6	21.6	171086927	171086927	0.0937885787542731	0.0802838482249967	0.530778	1.05	46548066	24.2403816160658	69.6555291846056	34984112	0.002702616	77964676	93122251	99.9719519237137	5.33551213232592	93122251	61.24	30757769	68.4947219028643	52.5	9.09090909090909	50337884	67.7133160371453	53	97.6598151044258	13.6363636363636	50224458	25.6	82.7303422961999	0	2	1	"B"	0.051638	0	0.023464	0	"c2"	"c1"	0	NA	"CML"	"c2"	82.7303422961995	"c1"	"c1"
"COHP_49218"	"mRNA"	"487"	"PBMC"	"13"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-23	2020-09-18	NA	13	27.6	9.6	22.6	197731424	197731424	0.069986797092547	0.0971430582711652	0.579239	1.02	50863198	20.4999767765795	74.4569284176241	40771346	0.002557202	95978127	101753297	99.9735625274137	6.25415017264748	101753297	58.79	32192876	72.449274621767	52.5	9.09090909090909	55007332	71.780548277416	52.5	97.9782613400121	13.6363636363636	54758297	23.3	74.8479127299794	0	2	1	"B"	0.058602	0.103556	0.010419	0	"c2"	"c1"	0	NA	"CML"	"c2"	74.8479127299792	"c1"	"c1"
"COHP_49219"	"mRNA"	"487"	"PBMC"	"14"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-02	2020-09-18	NA	14	27.6	9.6	23.6	250676858	250676858	0.109243182772573	0.0909751685170178	0.780502	1.07	45294564	7.22660805011366	86.8005895192607	44806782	0.002610226	160023156	90653702	99.9287684908885	13.5040100182561	90653702	37.36	19284507	86.8606292531032	55.5	27.2727272727273	51906419	86.4113349755879	55.5	98.0243196842115	31.8181818181818	51620366	33.7	40.03879630718	0	2	0	"B"	0.01387	0	0.004861	0	"c2"	"c1"	0	NA	"CML"	"c2"	40.0387963071792	"c1"	"c1"
"COHP_49220"	"mRNA"	"487"	"PBMC"	"15"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-09	2020-09-18	NA	15	27.6	9.6	24.6	262849410	262849410	0.106136102748321	0.0923610983439781	0.712588	1.05	53604488	10.8785581828013	85.7382891969416	50824713	0.002471883	155586350	107263060	99.9495781679173	10.249553760633	107263060	46.21	27394849	83.0308267169405	53.5	27.2727272727273	59608268	82.5868923931586	54	98.1762654056086	31.8181818181818	59278898	27.5	29.0617221587276	0	2	0	"B"	0.011138	0	0.006071	0	"c2"	"c1"	0	NA	"CML"	"c2"	29.0617221587273	"c1"	"c1"
"COHP_49221"	"mRNA"	"487"	"PBMC"	"16"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-16	2020-09-18	NA	16	27.6	9.6	25.6	182156899	182156899	0.280280723444556	0.0805994887724837	0.590009	1.03	45961861	19.4797519033303	78.9245776215405	39605986	0.002819104	90196131	91960768	99.9597154299538	6.35809500851494	91960768	56.66	28431545	75.3340801907577	53.5	18.1818181818182	50305387	74.7237958801794	54	98.2844248809271	22.7272727272727	50182069	35.7	-8.9495601951529	1	2	1	"B"	0.043338	0	0.012506	0	"c2"	"c2"	0	NA	"CML"	"c2"	-8.949560195153	"c1"	"c1"
"COHP_49222"	"mRNA"	"487"	"PBMC"	"17"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-23	2020-09-18	NA	17	27.6	9.6	26.6	203771976	203771976	0.388432788403882	0.0669381806675712	0.658911	1.05	43490357	13.574914737049	83.3939037837349	39468048	0.002530762	116760177	87011799	99.9642749599971	9.62591061931727	87011799	48.77	23079731	79.7075798744251	54	22.7272727272727	47426151	79.2448202588437	54	98.3438835395873	27.2727272727273	47327258	34.8	14.325241891779	0	2	1	"B"	0.030754	0	0.01934	0	"c2"	"c1"	0	NA	"CML"	"c2"	14.3252418917794	"c1"	"c1"
"COHP_49223"	"mRNA"	"487"	"PBMC"	"18"	"CML.mRNA.2022_pt2"	"2022_B"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-30	2020-09-18	NA	18	27.6	9.6	27.6	150415129	150415129	0.199345838978603	0.0766734544066414	0.540747	1.08	38427316	22.1604184509924	78.9169622287882	32394990	0.002603783	73535931	76879198	99.968045972592	6.70580096322025	76879198	60.62	24883871	71.3676988797952	52.5	9.09090909090909	41116691	70.8089857391466	52.5	98.2840433921378	13.6363636363636	41049464	57.3	-64.6636296779934	1	2	1	"B"	0.05555	0.408522	0.025365	0	"c2"	"c2"	0	NA	"CML"	"c2"	-64.6636296779933	"c1"	"c1"
"COHP_44997"	"mRNA"	"541"	"PBMC"	"0"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-16	2020-12-01	NA	0	29	11	11	216190148	216190148	0.852153454211282	0.0852818242632207	0.553701	1.08	48558607	18.9621897108836	73.7620757985036	42229661	0.002706075	118892677	97297471	99.8147361918585	8.57085278198032	97297471	53.96	30893920	71.2392070867268	53.5	22.7272727272727	57931228	71.1237450868436	53.5	98.4024007503915	22.7272727272727	57251183	18.4	133.184002389442	0	1	0	"B"	0.016127	0	0	0	"c1"	"c1"	0	NA	"CML"	"c1"	133.184002389442	"c1"	"c1"
"COHP_44998"	"mRNA"	"541"	"PBMC"	"1"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-02-23	2020-12-01	NA	1	29	11	12	125472722	125472722	0.406186891213265	0.0702124941738227	0.355377	1.05	39421596	38.8373817219013	60.2621717277524	27154231	0.002720057	46487706	78985016	99.8204418924217	4.18560654593018	78985016	70.17	31619195	54.4450084974431	49.5	22.7272727272727	45456364	54.2698867322687	49.5	98.6439873271644	22.7272727272727	45060160	13.4	87.6722526611499	0	2	1	"B"	0.541321	0.502568	0.268303	0	"c2"	"c1"	0	NA	"CML"	"c2"	87.6722526611502	"c1"	"c1"
"COHP_44999"	"mRNA"	"541"	"PBMC"	"2"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-02	2020-12-01	NA	2	29	11	13	154235437	154235437	1.18853075066597	0.0909451514098677	0.443566	1.07	45797454	31.5163460132706	63.5093246075468	33206354	0.002984068	62484585	91750852	99.8300353657751	4.76967123967416	91750852	66.34	34688912	63.4648887466691	53	9.09090909090909	52773543	63.0674227482522	53	98.0957962902083	9.09090909090909	52285793	36.7	-30.9128842916655	1	2	1	"B"	0.244987	0	0.125015	0	"c2"	"c2"	0	NA	"CML"	"c2"	-30.9128842916654	"c1"	"c1"
"COHP_45000"	"mRNA"	"541"	"PBMC"	"3"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-09	2020-12-01	NA	3	29	11	14	218857918	218857918	4.87083266411414	0.115072953773933	0.697602	1.1	43534432	11.1481385836815	73.0927951256292	41300016	0.003394844	131520717	87337201	99.6927574997509	10.6754932528694	87337201	41.96	23707708	79.9550592654075	57.5	27.2727272727273	57386215	80.0336908409492	57.5	97.9899102957073	27.2727272727273	56503539	22.7	14.9356305321203	0	2	1	"B"	0.523427	0	0.296249	0	"c2"	"c1"	0	NA	"CML"	"c2"	14.9356305321207	"c1"	"c1"
"COHP_45001"	"mRNA"	"541"	"PBMC"	"4"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-16	2020-12-01	NA	4	29	11	15	123607861	123607861	0.751719144065975	0.0706206070689881	0.39706	1.09	42636146	39.7452165279359	60.1264977007216	29790393	0.003471866	38217726	85390135	99.8619945969168	2.76602209376997	85390135	69.57	34469472	61.276957433136	54	9.09090909090909	49955933	61.0028020745197	54	98.6305407860062	13.6363636363636	49546197	20.9	11.2939638714797	0	2	1	"B"	1.009847	1.625322	0.544447	0	"c2"	"c1"	0	NA	"CML"	"c2"	11.2939638714799	"c1"	"c1"
"COHP_45002"	"mRNA"	"541"	"PBMC"	"5"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-23	2020-12-01	NA	5	29	11	16	194238200	194238200	0.551832709748637	0.0608521203306568	0.52948	1.11	46712950	21.4548281440005	74.1362459807933	39039193	0.002679056	100685734	93552466	99.864711209216	7.71605315032529	93552466	57.03	30032623	70.4720341151597	54	22.7272727272727	53047132	70.2607886370534	54	98.5412835858712	22.7272727272727	52658713	22.8	9.60186698948653	0	2	1	"B"	1.045089	0	0.5744	0	"c2"	"c1"	0	NA	"CML"	"c2"	9.60186698948647	"c1"	"c1"
"COHP_45003"	"mRNA"	"541"	"PBMC"	"6"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-03-30	2020-12-01	NA	6	29	11	17	170104899	170104899	0.875446962607778	0.0714633100158891	0.533114	1.07	41712302	21.6173879859862	74.7733405865293	35798415	0.002780471	86574579	83530320	99.8734399676668	7.16976063302523	83530320	56.97	27276801	71.5861804795163	54	18.1818181818182	48201748	71.363388257653	54	98.7016583309847	18.1818181818182	47875907	20.4	-12.906040128025	0	2	1	"B"	2.084873	1.412823	0.900584	0	"c2"	"c1"	0	NA	"CML"	"c2"	-12.9060401280249	"c1"	"c1"
"COHP_45004"	"mRNA"	"541"	"PBMC"	"7"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-06	2020-12-01	NA	7	29	11	18	159274953	159274953	0.0452464944237384	0.127615946932489	0.501539	0.96	41221441	24.4628846319609	76.8317395813211	37657267	0.002396017	76420583	82854370	99.5033599314074	6.92856997162612	82854370	61.3	30042536	66.8725154987982	49	31.8181818181818	50080874	66.9014575384012	49	98.1658597728374	31.8181818181818	49012644	27.4	-56.0823258302577	0	2	1	"B"	3.487594	4.233016	1.266682	0	"c2"	"c1"	0	NA	"CML"	"c2"	-56.0823258302579	"c1"	"c1"
"COHP_45005"	"mRNA"	"541"	"PBMC"	"8"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-13	2020-12-01	NA	8	29	11	19	208838111	208838111	0.226505709391096	0.0653965649131234	0.576481	1.07	48726506	18.622440039213	80.0809292223548	44556812	0.002517903	111274474	97563637	99.8866124681268	8.63275217999509	97563637	53.8	29934744	76.3001977836109	55	22.7272727272727	55997763	76.1204955273292	55	98.7000190816889	22.7272727272727	55639729	17.2	-49.4725107629934	0	2	1	"B"	5.466826	3.020054	2.806562	0	"c2"	"c1"	0	NA	"CML"	"c2"	-49.4725107629936	"c1"	"c1"
"COHP_45006"	"mRNA"	"541"	"PBMC"	"9"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-20	2020-12-01	NA	9	29	11	20	178433386	178433386	0.168482872543601	0.0679320188343841	0.516472	1.08	47621636	24.40368306411	79.6806767689786	42159415	0.002648842	83088744	95344642	99.8936804440464	6.20975953740536	95344642	61.63	32606866	73.3567181995548	53	13.6363636363636	53267025	73.0831836796023	53	98.707976435587	13.6363636363636	52910463	19.6	-80.268586205588	0	2	1	"B"	13.611689	10.632433	6.461724	0	"c2"	"c1"	0	NA	"CML"	"c2"	-80.2685862055883	"c1"	"c1"
"COHP_45007"	"mRNA"	"541"	"PBMC"	"10"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-04-27	2020-12-01	NA	10	29	11	21	169968326	169968326	0.173590367439506	0.0692626110572346	0.446374	1.07	55360836	34.423592546296	69.6264697520344	42582822	0.00280871	59163517	110804809	99.9249698629958	3.02378663005502	110804809	68.25	41741235	67.2970545902454	54	13.6363636363636	61560997	66.8657274605425	54	98.5076775672888	13.6363636363636	61158956	29.5	-91.8879783385341	0	2	1	"B"	12.354926	8.82608	5.977444	0	"c2"	"c1"	1	NA	"CML"	"c2"	-91.8879783385339	"c2"	"c2"
"COHP_45008"	"mRNA"	"541"	"PBMC"	"11"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-04	2020-12-01	NA	11	29	11	22	190811289	190811289	0.168127051773212	0.065509790069426	0.546347	1.06	46994718	21.0465052725471	84.7178186476459	46183164	0.002574129	96670089	94141200	99.8387910925291	7.75211065930751	94141200	57.44	31312746	76.7679232565433	54	27.2727272727273	55123301	76.628339061462	54	98.5574473389999	27.2727272727273	54514109	32.1	-189.802141037428	0	3	1	"B"	17.506692	15.257337	8.042731	0	"c3"	"c1"	1	NA	"CML"	"c3"	-189.802141037428	"c2"	"c2"
"COHP_45009"	"mRNA"	"541"	"PBMC"	"12"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-11	2020-12-01	NA	12	29	11	23	181006915	181006915	0.359650665903054	0.113704270025403	0.545365	1.02	48836331	23.1439699417008	80.2920464562209	45721796	0.002639386	83143160	97863755	99.8047356756339	6.19200949319797	97863755	60.12	34232319	75.3446747224375	53.5	18.1818181818182	57507162	75.082552177976	53.5	98.3470618734619	18.1818181818182	56944365	35.3	-197.50513912705	1	3	1	"B"	17.679081	22.795216	8.265133	0	"c3"	"c2"	1	NA	"CML"	"c3"	-197.505139127051	"c2"	"c2"
"COHP_45010"	"mRNA"	"541"	"PBMC"	"13"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-18	2020-12-01	NA	13	29	11	24	150933740	150933740	0.303428262450937	0.0810556483868445	0.528624	1.09	45752239	27.0480954092836	76.7712144565703	39840097	0.002723349	59363058	91570682	99.9277017506542	3.76807721056397	91570682	62.45	32406074	76.3096336999061	56	22.7272727272727	52114834	75.9347893288523	56	98.663546809525	22.7272727272727	51894577	60.3	-217.043703520509	2	3	1	"B"	18.644873	11.495405	9.561146	0	"c3"	"c3"	1	NA	"CML"	"c3"	-217.043703520509	"c2"	"c2"
"COHP_45011"	"mRNA"	"541"	"PBMC"	"14"	"CML.mRNA.2021"	"2021_E"	"TET_OFF_B"	"tTA+/-, BCR-ABL+/-"	"F"	2021-05-25	2020-12-01	NA	14	29	11	25	181946491	181946491	0.353777699137936	0.0850178508922103	0.504744	1.08	58239911	30.1035198310035	74.8017936100119	51195403	0.003063354	65312263	116634228	99.8676151909712	3.44618562571529	116634228	63.66	43567458	75.5566316820275	56	22.7272727272727	69006020	75.2739145339084	56	98.6100840030899	22.7272727272727	68441411	63	-244.113759063104	2	3	1	"B"	19.372215	16.860772	10.178712	0	"c3"	"c3"	1	NA	"CML"	"c3"	-244.113759063105	"c2"	"c2"
